33.8094,-117.91951667
33.80941667,-117.91951667
33.80941667,-117.9195
33.80941667,-117.91948333
33.80943333,-117.91948333
33.80943333,-117.91946667
33.80945,-117.91945
33.80945,-117.91943333
33.80945,-117.91941667
33.80945,-117.9194
33.80945,-117.91938333
33.80945,-117.91936667
33.80945,-117.91935
33.80945,-117.91933333
33.80945,-117.91931667
33.80945,-117.9193
33.80945,-117.91928333
33.80945,-117.91926667
33.80945,-117.91925
33.80943333,-117.91923333
33.80943333,-117.91921667
33.80945,-117.91921667
33.80946667,-117.9192
33.80948333,-117.9192
33.8095,-117.9192
33.80951667,-117.91921667
33.80953333,-117.91921667
33.80953333,-117.9192
33.80953333,-117.91918333
33.80953333,-117.91916667
33.80953333,-117.91915
33.80953333,-117.91913333
33.80953333,-117.91911667
33.80951667,-117.9191
33.80951667,-117.91908333
33.80951667,-117.91906667
33.80951667,-117.91905
33.80951667,-117.91903333
33.80951667,-117.91901667
33.8095,-117.919
33.8095,-117.91898333
33.80951667,-117.91898333
33.80953333,-117.91896667
33.80955,-117.91895
33.80956667,-117.91893333
33.80958333,-117.91893333
33.8096,-117.91893333
33.80961667,-117.91893333
33.80963333,-117.91895
33.80965,-117.91895
33.80965,-117.91896667
33.80966667,-117.91896667
33.80968333,-117.91896667
33.8097,-117.91896667
33.8097,-117.91898333
33.80971667,-117.91898333
33.80971667,-117.91896667
33.8097,-117.91895
33.8097,-117.91893333
33.8097,-117.91891667
33.80971667,-117.9189
33.80971667,-117.91888333
33.80971667,-117.91886667
33.80971667,-117.91885
33.80971667,-117.91883333
33.80973333,-117.91881667
33.80973333,-117.9188
33.80973333,-117.91878333
33.80975,-117.91876667
33.80975,-117.91875
33.80976667,-117.91873333
33.80976667,-117.91871667
33.80978333,-117.9187
33.8098,-117.9187
33.8098,-117.91868333
33.8098,-117.91866667
33.8098,-117.91865
33.80981667,-117.91865
33.80981667,-117.91863333
33.80981667,-117.91861667
33.80981667,-117.9186
33.80983333,-117.91858333
33.80985,-117.91858333
33.80986667,-117.9186
33.80988333,-117.9186
33.8099,-117.9186
33.80991667,-117.91861667
33.80993333,-117.91861667
33.80995,-117.91861667
33.80995,-117.91863333
33.80996667,-117.91861667
33.80998333,-117.91861667
33.81,-117.91861667
33.81001667,-117.91861667
33.81003333,-117.91863333
33.81005,-117.91863333
33.81006667,-117.91863333
33.81008333,-117.91863333
33.8101,-117.91865
33.81011667,-117.91865
33.81013333,-117.91863333
33.81015,-117.91863333
33.81015,-117.91861667
33.81016667,-117.9186
33.81016667,-117.91858333
33.81018333,-117.91858333
33.8102,-117.91858333
33.8102,-117.9186
33.81021667,-117.9186
33.81023333,-117.9186
33.81023333,-117.91861667
33.81025,-117.91861667
33.81025,-117.91863333
33.81026667,-117.91863333
33.81026667,-117.91865
33.81028333,-117.91865
33.81028333,-117.91866667
33.8103,-117.91866667
33.81031667,-117.91868333
33.81031667,-117.9187
33.81031667,-117.91871667
33.81031667,-117.91873333
33.8103,-117.91875
33.8103,-117.91876667
33.8103,-117.91878333
33.8103,-117.9188
33.81031667,-117.9188
33.81031667,-117.91881667
33.81031667,-117.91883333
33.81031667,-117.91885
33.81031667,-117.91886667
33.81031667,-117.91888333
33.81033333,-117.91888333
33.81033333,-117.9189
33.81035,-117.91891667
33.81035,-117.91893333
33.81036667,-117.91893333
33.81036667,-117.91895
33.81038333,-117.91895
33.81038333,-117.91896667
33.81038333,-117.91898333
33.8104,-117.91898333
33.81041667,-117.91896667
33.81043333,-117.91896667
33.81043333,-117.91898333
33.81045,-117.91898333
33.81046667,-117.91898333
33.81048333,-117.91898333
33.8105,-117.91898333
33.81051667,-117.91898333
33.81053333,-117.91898333
33.81053333,-117.919
33.81053333,-117.91901667
33.81055,-117.91901667
33.81055,-117.91903333
33.81053333,-117.91905
33.81053333,-117.91906667
33.81053333,-117.91908333
33.81051667,-117.91908333
33.81051667,-117.9191
33.81051667,-117.91911667
33.81051667,-117.91913333
33.8105,-117.91913333
33.8105,-117.91915
33.8105,-117.91916667
33.8105,-117.91918333
33.8105,-117.9192
33.8105,-117.91921667
33.8105,-117.91923333
33.81051667,-117.91925
33.81053333,-117.91925
33.81053333,-117.91926667
33.81055,-117.91926667
33.81056667,-117.91926667
33.81056667,-117.91925
33.81058333,-117.91925
33.8106,-117.91925
33.8106,-117.91923333
33.81061667,-117.91923333
33.81061667,-117.91921667
33.81063333,-117.9192
33.81063333,-117.91918333
33.81065,-117.91916667
33.81065,-117.91915
33.81065,-117.91913333
33.81066667,-117.91913333
33.81068333,-117.91913333
33.8107,-117.91913333
33.8107,-117.91911667
33.8107,-117.9191
33.8107,-117.91908333
33.8107,-117.91906667
33.81068333,-117.91906667
33.81068333,-117.91905
33.8107,-117.91903333
33.8107,-117.91901667
33.81071667,-117.919
33.81073333,-117.91898333
33.81075,-117.91898333
33.81076667,-117.91898333
33.81078333,-117.91898333
33.8108,-117.91898333
33.81081667,-117.91898333
33.81083333,-117.919
33.81083333,-117.91898333
33.81085,-117.91898333
33.81086667,-117.91898333
33.81088333,-117.91896667
33.8109,-117.91896667
33.8109,-117.91895
33.81091667,-117.91893333
33.81093333,-117.91893333
33.81093333,-117.91891667
33.81095,-117.91891667
33.81096667,-117.91891667
33.81098333,-117.91891667
33.811,-117.91891667
33.811,-117.91893333
33.811,-117.91895
33.81101667,-117.91896667
33.81101667,-117.91898333
33.81101667,-117.919
33.81103333,-117.919
33.81103333,-117.91898333
33.81105,-117.91898333
33.81105,-117.91896667
33.81106667,-117.91896667
33.81106667,-117.91895
33.81108333,-117.91895
33.81108333,-117.91893333
33.8111,-117.91893333
33.81111667,-117.91893333
33.81113333,-117.91893333
33.81115,-117.91893333
33.81115,-117.91895
33.81115,-117.91896667
33.81115,-117.91898333
33.81116667,-117.919
33.81116667,-117.91901667
33.81116667,-117.91903333
33.81116667,-117.91905
33.81116667,-117.91906667
